title,link,date,content,is_fake
NASA Bisa Prediksi 30 Menit Sebelum Kiamat,https://www.kompas.com/cekfakta/read/2024/02/12/152005182/hoaks-nasa-bisa-prediksi-30-menit-sebelum-kiamat,2024-02-12,- beredar narasi bahwa badan penerbangan dan antariksa amerika serikat (nasa) mampu memprediksi 30 menit sebelum kiamat terjadi.,1
Bus Budiman Dibakar karena Pemiliknya Dukung Anies-Muhaimin,https://www.kompas.com/cekfakta/read/2024/02/12/121919882/hoaks-bus-budiman-dibakar-karena-pemiliknya-dukung-anies-muhaimin,2024-02-12,"beredar video sebuah bus milik perusahaan otobus (po) budiman terbakar di pul tasikmalaya, jawa barat.narasi konten menyebutkan, bus itu sengaja dibakar karena pemiliki po budiman mendukung pasangan calon presiden-wakil presiden nomor urut 1, anies baswedan-muhaimin iskandar.",1
Dana Bantuan Kemenkes untuk TKI,https://www.kompas.com/cekfakta/read/2024/02/09/164500582/-hoaks-dana-bantuan-kemenkes-untuk-tki,2024-02-09,- beredar tawaran dana bantuan untuk tenaga kerja indonesia (tki) dari kementerian kesehatan (kemenkes).pengguna media sosial diminta untuk menghubungi nomor whatsapp tertentu untuk melakukan pencairan dana rp 74 juta dan rp 150 juta.,1
Hasil Penghitungan Suara Pilpres 2024 di Luar Negeri Sebelum 14 Februari,https://www.kompas.com/cekfakta/read/2024/02/09/153000282/-hoaks-hasil-penghitungan-suara-pilpres-2024-di-luar-negeri-sebelum-14,2024-02-09,"beredar hasil penghitungan suara pemilihan presiden (pilpres) 2024 warga negara indonesia (wni) di luar negeri sebelum 14 februari.contohnya, konten yang diunggah pada 7 februari 2024 memuat hasil penghitungan suara di jepang, arab saudi, taiwan, korea selatan, malaysia, dan singapura.",1
"Hasil Hitung Suara Sebelum 14 Februari di Taiwan dan Malaysia, Prabowo-Gibran Unggul",https://www.kompas.com/cekfakta/read/2024/02/09/142000182/-hoaks-hasil-hitung-suara-sebelum-14-februari-di-taiwan-dan-malaysia,2024-02-09,"beredar narasi bahwa penghitungan suara pemilihan presiden (pilpres) 2024 di taiwan dan malaysia telah selesai dilakukan sebelum 14 februari.hasil penghitungan suara menunjukkan pasangan calon presiden dan wakil presiden nomor urut 2, prabowo subianto-gibran rakabuming raka, unggul telak.",1
Foto Astronot Tanpa Helm di Bulan,https://www.kompas.com/cekfakta/read/2024/02/09/131900382/-hoaks-foto-astronot-tanpa-helm-di-bulan,2024-02-09,- beredar foto tiga astronot berpose tanpa mengenakan helm dan disebut berlokasi di bulan.,1
WHO Melakukan Pengawasan untuk Mengontrol Penyakit Semua Orang,https://www.kompas.com/cekfakta/read/2024/02/07/192000882/-hoaks-who-melakukan-pengawasan-untuk-mengontrol-penyakit-semua-orang,2024-02-07,"- beredar narasi yang menyebutkan bahwa organisasi kesehatan dunia atau who menyerukan peningkatan pengawasan.tujuannya, menurut unggahan di media sosial, untuk mengontrol penyakit bagi orang-orang di seluruh dunia.",1
Christine Hakim Promosikan Obat Pembersih Pembuluh Darah,https://www.kompas.com/cekfakta/read/2024/02/07/161700582/-hoaks-christine-hakim-promosikan-obat-pembersih-pembuluh-darah,2024-02-07,- beredar unggahan menampilkan aktris christine hakim mempromosikan produk yang dapat membersihkan pembuluh darah.obat dalam bentuk tablet itu diklaim murah dan mampu membersihkan pembuluh darah dalam empat hari.,1
Gebyar Undian Berhadiah dari BNI pada Awal 2024,https://www.kompas.com/cekfakta/read/2024/02/07/151131982/hoaks-gebyar-undian-berhadiah-dari-bni-pada-awal-2024,2024-02-07,"- informasi soal gebyar undian bank negara indonesia (bni) pada awal tahun 2024 beredar di media sosial.nasabah ditawari berbagai hadiah, seperti kendaraaan bermotor dan paket umrah.",1
Bantuan Dana Hibah Menggunakan Logo Halal MUI,https://www.kompas.com/cekfakta/read/2024/02/07/140933882/hoaks-bantuan-dana-hibah-menggunakan-logo-halal-mui,2024-02-07,"- beredar tawaran dana hibah mengatasnamakan sebuah yayasan islam dan memakai logo halal majelis ulama indonesia (mui).dana tersebut diklaim akan diberikan kepada fakir miskin dan yatim-piatu sebanyak 30 persen, sisanya dapat dipakai untuk utang, modal usaha, atau properti.",1
Microsoft Menonaktifkan Komputer yang Sebar Konten Antimainstream,https://www.kompas.com/cekfakta/read/2024/02/07/084800882/-hoaks-microsoft-menonaktifkan-komputer-yang-sebar-konten,2024-02-07,- beredar kabar bahwa raksasa teknologi microsoft berencana menonaktifkan komputer pengguna yang membagikan konten di luar arus utama atau antimainstream.penonaktifan tersebut diklaim sebagai upaya mencegah misinformasi pemilu 2024.,1
Kaesang Pangarep Hadiri Kampanye Anies Baswedan,https://www.kompas.com/cekfakta/read/2024/02/06/184000682/-hoaks-kaesang-pangarep-hadiri-kampanye-anies-baswedan,2024-02-06,"- sebuah unggahan di media sosial mengeklaim ketua umum partai solidaritas indonesia (psi) kaesang pangarep menghadiri acara kampanye calon presiden (capres) nomor urut 1, anies baswedan.dalam unggahan disebutkan, kehadiran kaesang itu dilakukan usai ia mendeklarasikan dukungan kepada anies.akan tetapi,",1
Prabowo-Gibran Didiskualifikasi di Pilpres 2024,https://www.kompas.com/cekfakta/read/2024/02/06/150449082/hoaks-prabowo-gibran-didiskualifikasi-di-pilpres-2024,2024-02-06,- sidang dewan kehormatan penyelenggara pemilu (dkpp) memutuskan adanya pelanggaran etik semua komisioner kpu ri dalam memproses pencalonan gibran rakabuming raka.di media sosial beredar klaim bahwa putusan tersebut berdampak pada pendiskualifikasian pasangan calon presiden (capres) dan calon wakil presiden (cawapres) nomor urut 2 prabowo subianto dan gibran.,1
Cincin Perusak Surat Suara Pemilu 2024,https://www.kompas.com/cekfakta/read/2024/02/06/085400482/hoaks-cincin-perusak-surat-suara-pemilu-2024,2024-02-06,- di media sosial beredar informasi mengenai adanya cincin perusak surat suara pada pemilu 2024.berbagai unggahan menyatakan bahwa adanya cincin perusak surat suara itu dikaitkan dengan kecurangan dalam pemilu 2024.,1
Surat Suara Palsu Tampilkan Prabowo-Gibran sebagai Paslon 03,https://www.kompas.com/cekfakta/read/2024/02/05/190529282/hoaks-surat-suara-palsu-tampilkan-prabowo-gibran-sebagai-paslon-03,2024-02-05,"- sebuah konten yang beredar di media sosial mengeklaim terjadi kecurangan pada surat suara pemilihan presiden (pilpres) 2024.dalam sebuah video yang beredar di media sosial, tampak gambar surat suara lengkap dengan foto pasangan calon presiden dan wakil presiden yang akan maju pada pilpres 2024.pengunggah video menyebutkan, terdapat kejanggalan dalam surat suara tersebut karena paslon nomor urut 2, prabowo subianto-gibran rakabuming raka ditulis nomor 3.",1
Konten TikTok soal Alumni Trisakti Deklarasi Dukung Jokowi,https://www.kompas.com/cekfakta/read/2024/02/05/175500582/-hoaks-konten-tiktok-soal-alumni-trisakti-deklarasi-dukung-jokowi,2024-02-05,sebuah konten memuat klaim bahwa alumni universitas trisakti mendeklarasikan dukungan untuk presiden joko widodo.,1
Jaringan Gerai Kopi di Bandara Dublin Ganti Nama akibat Boikot,https://www.kompas.com/cekfakta/read/2024/02/02/193852282/hoaks-jaringan-gerai-kopi-di-bandara-dublin-ganti-nama-akibat-boikot,2024-02-02,"- jaringan gerai starbucks di bandara dublin, irlandia, disebut berganti nama akibat boikot jenama yang dinilai mendukung israel.klaim itu dibuktikan dengan perubahan nama menjadi vista coffee.",1
"Video Prabowo Diteriaki ""Anies Presiden"" Saat Berpidato",https://www.kompas.com/cekfakta/read/2024/02/02/174158082/hoaks-video-prabowo-diteriaki-anies-presiden-saat-berpidato,2024-02-02,"sebuah video memperlihatkan calon presiden nomor urut 2 prabowo subianto diteriaki ""anies presiden"" saat berpidato.",1
Sidang DKPP Putuskan Gibran Tidak Sah Mengikuti Pilpres 2024,https://www.kompas.com/cekfakta/read/2024/02/02/152153082/hoaks-sidang-dkpp-putuskan-gibran-tidak-sah-mengikuti-pilpres-2024,2024-02-02,"- dewan kehormatan penyelenggara pemilu (dkpp) diklaim telah menyatakan gibran rakabuming raka tidak sah mengikuti pemilu 2024 sebagai calon wakil presiden.sebuah unggahan menyatakan, sikap dkpp ini muncul setelah menggelar sidang etik berdasarkan aduan terhadap calon wakil presiden nomor urut 2 itu.",1
Wawancara Rosianna Silalahi dengan Terawan soal Pengobatan Hipertensi,https://www.kompas.com/cekfakta/read/2024/02/02/145023082/hoaks-wawancara-rosianna-silalahi-dengan-terawan-soal-pengobatan,2024-02-02,"- video pemimpin redaksi kompastv rosianna silalahi mewawancarai mantan menteri kesehatan, dokter terawan agus putranto, beredar di media sosial.dalam video itu, rosi dan terawan membahas metode pengobatan untuk menyembuhkan hipertensi atau tekanan darah tinggi.",1
Anies Berdoa di Kelenteng agar Menang Pilpres 2024,https://www.kompas.com/cekfakta/read/2024/02/02/133012982/hoaks-anies-berdoa-di-kelenteng-agar-menang-pilpres-2024,2024-02-02,"- beredar video yang diklaim menunjukkan calon presiden nomor urut 1, anies baswedan, sedang membakar dupa dan berdoa di kelenteng.narasi video menyebutkan, anies berdoa agar dapat memenangi pemilihan presiden (pilpres) 2024.",1
Cuitan Taylor Swift Berterima Kasih kepada Prabowo Subianto,https://www.kompas.com/cekfakta/read/2024/02/02/084000882/-hoaks-cuitan-taylor-swift-berterima-kasih-kepada-prabowo-subianto,2024-02-02,"– konten di media sosial mengeklaim, penyanyi amerika serikat taylor swift mengucapkan terima kasih kepada calon presiden nomor urut 2 prabowo subianto.ucapan itu disampaikan swift melalui akun x atau twitternya. namun,",1
Video SBY Menyatakan Dukungan kepada Pasangan Anies Baswedan-Muhaimin Iskandar,https://www.kompas.com/cekfakta/read/2024/02/01/170300782/-hoaks-video-sby-menyatakan-dukungan-kepada-pasangan-anies-baswedan,2024-02-01,"- sebuah unggahan di media sosial mengeklaim, ketua majelis tinggi partai demokrat susilo bambang yudhoyono (sby) menyatakan dukungan kepada pasangan capres-cawapres nomor urut 1, anies baswedan dan muhaimin iskandar.namun,",1
Penawaran Undian Berhadiah dari Bank Papua,https://www.kompas.com/cekfakta/read/2024/02/01/155722382/hoaks-penawaran-undian-berhadiah-dari-bank-papua,2024-02-01,- beberapa akun facebook mengatasnamakan pt bank pembangunan daerah papua atau bank papua menawarkan undian berhadiah pada awal tahun.,1
Video Surya Paloh Menyesal Usung Anies sebagai Capres,https://www.kompas.com/cekfakta/read/2024/02/01/144100282/-hoaks-video-surya-paloh-menyesal-usung-anies-sebagai-capres,2024-02-01,"beredar narasi yang menyebut ketua umum partai nasdem surya paloh menyesal telah mengusung calon presiden nomor urut 1, anies baswedan.",1
"Surat Keterangan ""Giveaway"" dari Kepolisian",https://www.kompas.com/cekfakta/read/2024/01/31/171800182/hoaks-surat-keterangan-giveaway-dari-kepolisian,2024-01-31,- beredar surat mengatasnamakan kepolisian republik indonesia (polri) berisi izin atau keterangan mengenai program undian giveaway.,1
"Gaji Guru di Medan Ditahan, Dipaksa Pilih Paslon 02",https://www.kompas.com/cekfakta/read/2024/01/31/161700282/-hoaks-gaji-guru-di-medan-ditahan-dipaksa-pilih-paslon-02,2024-01-31,"sebuah konten mengeklaim, para guru di medan, sumatera utara, ditahan gajinya dan diintimidasi.mereka dipaksa memilih pasangan calon presiden dan wakil presiden nomor urut 2, prabowo subianto-gibran rakabuming raka, saat pemilihan presiden (pilpres) 2024.",1
Jokowi Bagikan Sembako di Depan Istana Jelang Pemilu 2024,https://www.kompas.com/cekfakta/read/2024/01/31/141500182/hoaks-jokowi-bagikan-sembako-di-depan-istana-jelang-pemilu-2024,2024-01-31,"- video presiden joko widodo membagikan sembilan bahan pokok atau sembako di depan istana negara beredar di media sosial pada januari 2024.dalam video, tampak menteri badan usaha milik negara (bumn) erick thohir mendokumentasikan kegiatan jokowi.pembagian sembako tersebut dikaitkan dengan kampanye pemilu 2024.",1
Detikcom Beritakan Raffi Ahmad Buka Situs Judi,https://www.kompas.com/cekfakta/read/2024/01/31/084500882/-hoaks-detikcom-beritakan-raffi-ahmad-buka-situs-judi,2024-01-31,- beredar konten promosi judi online di laman facebook yang mencatut nama dan logo media daring detik.com. konten itu juga memuat video selebritas raffi ahmad.,1
Jenderal Inggris Alexander Emmanuel Tewas di Gaza,https://www.kompas.com/cekfakta/read/2024/01/30/180800882/-hoaks-jenderal-inggris-alexander-emmanuel-tewas-di-gaza,2024-01-30,"- seorang jenderal inggris, alexander emmanuel, disebut tewas di gaza, palestina, karena berperang bersama tentara israel.",1
PAN Deklarasikan Dukungan kepada Anies Baswedan,https://www.kompas.com/cekfakta/read/2024/01/30/170500982/-hoaks-pan-deklarasikan-dukungan-kepada-anies-baswedan,2024-01-30,"sebuah unggahan mengeklaim, partai amanat nasional (pan) resmi mendeklarasikan dukungan kepada calon presiden nomor urut 1, anies baswedan.dalam unggahan itu disebutkan, keputusan pan mendukung anies merupakan efek dari partai golkar.",1
Video Kesuksesan Food Estate di Jawa Tengah,https://www.kompas.com/cekfakta/read/2024/01/30/143338682/hoaks-video-kesuksesan-food-estate-di-jawa-tengah,2024-01-30,- beredar video yang menarasikan kesuksesan menteri pertahanan prabowo subianto menjalankan program lumbung pangan atau food estate di jawa tengah.,1
CEO Apple Tim Cook Hadiri Peluncuran Ponsel Pintar Samsung,https://www.kompas.com/cekfakta/read/2024/01/29/130000182/-hoaks-ceo-apple-tim-cook-hadiri-peluncuran-ponsel-pintar-samsung,2024-01-29,"- konten di media sosial memuat narasi bahwa ceo apple tim cook hadir dalam peluncuran produk ponsel pintar samsung.unggahan itu menampilkan foto tim cook mengenakan baju lengan panjang dengan tulisan ""galaxy ai"" pada latar belakangnya.galaxy ai merupakan fitur terbaru di seri samsung galaxy s24.",1
"Bahrain dan Yordania Terbukti ""Main Mata"" Curangi Indonesia di Piala Asia",https://www.kompas.com/cekfakta/read/2024/01/26/194500882/-hoaks-bahrain-dan-yordania-terbukti-main-mata-curangi-indonesia-di,2024-01-26,"- sebuah unggahan memuat klaim bahwa tim nasional sepak bola bahrain dan yordania terbukti ""main mata"" untuk mencurangi indonesia di piala asia 2023.",1
Video Pengungsi Rohingya Dipulangkan ke Tempat Asalnya,https://www.kompas.com/cekfakta/read/2024/01/26/185900582/hoaks-video-pengungsi-rohingya-dipulangkan-ke-tempat-asalnya,2024-01-26,"- beredar video yang menginformasikan, pengungsi rohingya dipulangkan ke tempat asalnya, rakhine, myanmar.",1
Raffi Ahmad Promosikan Judi Online,https://www.kompas.com/cekfakta/read/2024/01/26/164000282/hoaks-raffi-ahmad-promosikan-judi-online,2024-01-26,- beredar video selebritas raffi ahmad mempromosikan situs judi.,1
Partai Gelora Deklarasikan Dukungan kepada Anies Baswedan,https://www.kompas.com/cekfakta/read/2024/01/26/154500682/-hoaks-partai-gelora-deklarasikan-dukungan-kepada-anies-baswedan,2024-01-26,"sebuah unggahan memuat narasi, partai gelora mendeklarasikan dukungan kepada calon presiden nomor urut 1 anies baswedan di pemilihan presiden (pilpres) 2024.",1
Jordi Amat Dipecat dari Timnas Indonesia,https://www.kompas.com/cekfakta/read/2024/01/26/110100882/-hoaks-jordi-amat-dipecat-dari-timnas-indonesia-,2024-01-26,"- pemain tim nasional sepak bola indonesia, jordi amat, dikabarkan dipecat usai laga melawan jepang pada laga terakhir grup d piala asia 2023, rabu (24/1/2024).pada laga tersebut, indonesia kalah 1-3 dari jepang. gol perdana jepang dicetak oleh penyerang ayase ueda dari tendangan penalti pada menit ke-6.tendangan penalti diberikan setelah ayase ueda dilanggar oleh jordi amat di kotak penalti.",1
AFC Batalkan Kemenangan Irak atas Indonesia,https://www.kompas.com/cekfakta/read/2024/01/26/095900582/-hoaks-afc-batalkan-kemenangan-irak-atas-indonesia,2024-01-26,"- sebuah unggahan memuat klaim bahwa konfederasi sepak bola asia atau afc membatalkan kemenangan irak atas indonesia di piala asia 2023, pada senin (15/1/2024).dalam unggahan itu disebutkan, keputusan itu diambil karena terbukti ada kecurangan dalam pertandingan indonesia melawan irak.",1
Vaksin AstraZeneca di Inggris Hanya untuk 30 Tahun ke Atas,https://www.kompas.com/cekfakta/read/2024/01/26/084000782/-hoaks-vaksin-astrazeneca-di-inggris-hanya-untuk-30-tahun-ke-atas,2024-01-26,- beredar klaim yang menyebutkan vaksin covid-19 astrazeneca di inggris hanya diberikan bagi kelompok usia 30 tahun ke atas.,1
Mahfud dan Wali Kota Banda Aceh Usir Paksa Pengungsi Rohingya,https://www.kompas.com/cekfakta/read/2024/01/25/185500382/hoaks-mahfud-dan-wali-kota-banda-aceh-usir-paksa-pengungsi-rohingya,2024-01-25,"- sebuah unggahan memuat narasi, menteri koordinator bidang politik, hukum, dan keamanan (menko polhukam) mahfud md dan wali kota banda aceh mengusir pengungsi rohingya.",1
FIFA Berencana Bubarkan Piala Asia 2023,https://www.kompas.com/cekfakta/read/2024/01/25/174500182/-hoaks-fifa-berencana-bubarkan-piala-asia-2023,2024-01-25,- sebuah video memuat narasi bahwa federasi sepak bola internasional atau fifa berwacana membubarkan piala asia 2023.,1
Coca-Cola Digolongkan Cairan Pembersih di China,https://www.kompas.com/cekfakta/read/2024/01/25/163000682/-hoaks-coca-cola-digolongkan-cairan-pembersih-di-china,2024-01-25,- china diklaim melarang minuman ringan coca-cola dikonsumsi manusia dan menggolongkannya sebagai cairan pembersih.,1
Indonesia Kalahkan Jepang dan Lolos ke Babak 16 Besar Piala Asia 2023,https://www.kompas.com/cekfakta/read/2024/01/25/131800582/-hoaks-indonesia-kalahkan-jepang-dan-lolos-ke-babak-16-besar-piala-asia,2024-01-25,"- tim nasional sepak bola indonesia diklaim mengalahkan jepang dengan skor 2-0. berkat kemenangan itu, indonesia disebut lolos ke babak 16 besar piala asia 2023.",1
Lupus pada Anak Belasan Tahun Dikaitkan dengan Vaksin,https://www.kompas.com/cekfakta/read/2024/01/25/110100782/-hoaks-lupus-pada-anak-belasan-tahun-dikaitkan-dengan-vaksin,2024-01-25,"- di sebuah unggahan, beredar narasi yang menyatakan penyakit lupus pada anak usia belasan dikaitkan dengan vaksin atau program imunisasi.",1
AFC Putuskan Pertandingan Indonesia Vs Irak Berakhir Imbang,https://www.kompas.com/cekfakta/read/2024/01/24/175500782/-hoaks-afc-putuskan-pertandingan-indonesia-vs-irak-berakhir-imbang,2024-01-24,"- sebuah konten media sosial mengeklaim, konfederasi sepak bola asia (afc) memutuskan pertandingan antara indonesia melawan irak di piala asia 2023 berakhir imbang.dalam unggahan disebutkan, keputusan itu dikeluarkan afc karena wasit var indonesia melawan iran membuat keputusan keliru.",1
"Foto Burung ""Pyjama"" Berwarna Merah dan Putih",https://www.kompas.com/cekfakta/read/2024/01/24/164800082/-hoaks-foto-burung-pyjama-berwarna-merah-dan-putih,2024-01-24,- beredar foto seekor burung dengan bulu bercorak merah dan putih yang disebut burung pyjama.,1
"Foto Anies Baswedan dan Ortizan Solossa dengan Jaket ""Ganjar Presiden Indonesia""",https://www.kompas.com/cekfakta/read/2024/01/24/155100882/-hoaks-foto-anies-baswedan-dan-ortizan-solossa-dengan-jaket-ganjar,2024-01-24,"- beredar foto calon presiden nomor urut 1, anies baswedan, bersama mantan pemain tim nasional sepak bola indonesia, ortizan solossa, memegang jaket bergambar ganjar pranowo.",1
"Gempa 9,7 SR Guncang NTT pada 24 Januari",https://www.kompas.com/cekfakta/read/2024/01/24/145500882/-hoaks-gempa-9-7-sr-guncang-ntt-pada-24-januari,2024-01-24,"- beredar video yang menginformasikan gempa bumi berkekuatan 9,7 skala richter (sr) di nusa tenggara timur (ntt) pada 24 januari 2024.",1
Kabar KH Muammar ZA Meninggal Dunia pada 19 Januari,https://www.kompas.com/cekfakta/read/2024/01/24/135410882/hoaks-kabar-kh-muammar-za-meninggal-dunia-pada-19-januari,2024-01-24,"- sebuah konten media sosial mengeklaim, qori internasional, kh muammar za, meninggal dunia pada 19 januari 2024.",1
Foto Menara Eiffel Kebakaran,https://www.kompas.com/cekfakta/read/2024/01/24/095900082/-hoaks-foto-menara-eiffel-kebakaran,2024-01-24,"- beredar foto-foto yang menampilkan menara eiffel, di paris, perancis, terbakar.",1
Suara Surya Paloh Memarahi Anies Baswedan soal Pilpres 2024,https://www.kompas.com/cekfakta/read/2024/01/24/084000382/-hoaks-suara-surya-paloh-memarahi-anies-baswedan-soal-pilpres-2024,2024-01-24,"– di media sosial beredar suara yang diklaim ketua umum partai nasdem, surya paloh sedang memarahi calon presiden nomor urut 1 anies baswedan.menurut narasi dalam video yang beredar, surya paloh memarahi anies karena survei pemilihan presiden atau pilpres 2024 selalu menempatkan anies di peringkat terbawah. namun,",1
Jepang Kalahkan Irak 2-1 di Laga Kedua Piala Asia 2023,https://www.kompas.com/cekfakta/read/2024/01/23/181900282/-hoaks-jepang-kalahkan-irak-2-1-di-laga-kedua-piala-asia-2023,2024-01-23,"- sebuah unggahan mengeklaim, tim nasional sepak bola jepang berhasil mengalahkan irak pada laga kedua babak penyisihan grup d piala asia 2023.dalam unggahan itu disebutkan, jepang mengalahkan irak dengan skor 2-1.",1
Eks Menkes Terawan Promosikan Obat Hipertensi,https://www.kompas.com/cekfakta/read/2024/01/23/161700082/-hoaks-eks-menkes-terawan-promosikan-obat-hipertensi,2024-01-23,- beredar video yang menampilkan mantan menteri kesehatan terawan agus putranto mempromosikan obat hipertensi.,1
Mahfud MD dan FBI Berhasil Ungkap Dana Haram Istana,https://www.kompas.com/cekfakta/read/2024/01/23/095400982/-hoaks-mahfud-md-dan-fbi-berhasil-ungkap-dana-haram-istana,2024-01-23,"- sebuah unggahan di media sosial mengeklaim, menteri koordinator bidang politik, hukum, dan keamanan mahfud md dan federal bureau of investigation (fbi) berhasil mengungkap dana haram istana kepresidenan.dalam unggahan disebutkan, hal yang diungkap mahfud md, yang juga menjadi calon wakil presiden nomor urut 3, membuat presiden joko widodo ketakutan.namun",1
AFC Jadwalkan Ulang Indonesia Vs Irak di Piala Asia 2023,https://www.kompas.com/cekfakta/read/2024/01/22/173500882/-hoaks-afc-jadwalkan-ulang-indonesia-vs-irak-di-piala-asia-2023,2024-01-22,"sebuah unggahan mengeklaim, konfederasi sepak bola asia atau afc menjadwalkan ulang pertandingan tim nasional indonesia melawan irak di piala asia 2023.",1
"Perbatasan Rafah Ditutup, Bantuan untuk Palestina Dibuang karena Kedaluwarsa",https://www.kompas.com/cekfakta/read/2024/01/22/152127882/hoaks-perbatasan-rafah-ditutup-bantuan-untuk-palestina-dibuang-karena,2024-01-22,"- beredar video truk kontainer tengah melakukan bongkar muat di kawasan padang pasir.truk itu disebut membawa bantuan kemanusian untuk palestina, tetapi dibuang di perbatasan rafah, yang menghubungkan jalur gaza dan mesir, karena kedaluwarsa.",1
Bukti Pendaratan Manusia di Bulan Tidak Pernah Terjadi,https://www.kompas.com/cekfakta/read/2024/01/19/161500482/-hoaks-bukti-pendaratan-manusia-di-bulan-tidak-pernah-terjadi,2024-01-19,"- beredar konten yang mengeklaim bahwa pendaratan manusia di bulan oleh nasa tidak pernah terjadi.konten itu memuat beberapa narasi yang diklaim sebagai bukti dua astronot nasa, neil armstrong dan buzz aldrin, tidak pernah menginjakkan kaki di bulan pada 1969.",1
Kedatangan Pengungsi Rohingya untuk Menambah Suara di Pemilu,https://www.kompas.com/cekfakta/read/2024/01/19/141440582/hoaks-kedatangan-pengungsi-rohingya-untuk-menambah-suara-di-pemilu,2024-01-19,- kedatangan pengungsi rohingya ke indonesia diklaim sebagai upaya untuk memenangkan salah satu calon presiden (capres).,1
OJK Berikan Bantuan untuk Lunasi Pinjol,https://www.kompas.com/cekfakta/read/2024/01/19/130100482/-hoaks-ojk-berikan-bantuan-untuk-lunasi-pinjol,2024-01-19,- sebuah artikel menginformasikan soal bantuan dari otoritas jasa keuangan (ojk) untuk melunasi pinjaman online atau pinjol.,1
88 Persen Pendanaan WHO Berasal dari Bill Gates,https://www.kompas.com/cekfakta/read/2024/01/19/084000482/-hoaks-88-persen-pendanaan-who-berasal-dari-bill-gates,2024-01-19,"- sebanyak 88 persen pendanaan badan kesehatan dunia (who) diklaim berasal dari miliarder dan pendiri microsoft, bill gates. klaim itu disampaikan sebuah unggahan di media sosial beberapa waktu lalu.",1
Warga AS Usir Duta Besar Israel Saat Aksi Pro-Palestina,https://www.kompas.com/cekfakta/read/2024/01/18/154500282/-hoaks-warga-as-usir-duta-besar-israel-saat-aksi-pro-palestina,2024-01-18,"- beredar video dengan narasi warga amerika serikat (as) mengusir duta besar (dubes) israel yang berada dalam mobil.video itu menampilkan sekelompok orang membawa bendera palestina, menyoraki mobil putih yang mundur menghindari kerumunan.",1
Hotman Paris Promosikan Situs Judi Online,https://www.kompas.com/cekfakta/read/2024/01/18/144100082/-hoaks-hotman-paris-promosikan-situs-judi-online,2024-01-18,beredar video yang menampilkan pengacara hotman paris hutapea mempromosikan situs judi online miliknya dan selebritas raffi ahmad.,1
"Prabowo Mangkir dari Panggilan KPK, Anies Datang Seorang Diri",https://www.kompas.com/cekfakta/read/2024/01/17/183600382/-hoaks-prabowo-mangkir-dari-panggilan-kpk-anies-datang-seorang-diri,2024-01-17,"- sebuah unggahan di media sosial mengeklaim calon presiden (capres) nomor urut 2 prabowo subianto mangkir dari panggilan komisi pemberantasan korupsi (kpk).unggahan yang sama juga menyatakan capres nomor urut 1, anies baswedan datang seorang diri.namun",1
Bill Gates Membuat Identitas Digital Bersama WEF dan PBB,https://www.kompas.com/cekfakta/read/2024/01/17/172700582/-hoaks-bill-gates-membuat-identitas-digital-bersama-wef-dan-pbb,2024-01-17,"- sebuah video mengeklaim bahwa filantropi sekaligus pendiri microsoft, bill gates akan membuat identitas digital global.program tersebut dijalankan dengan menggandeng perserikatan bangsa-bangsa (pbb) dan forum ekonomi dunia atau world economic forum (wef).",1
Najwa Shihab dan Raffi Ahmad Promosikan Judi Online,https://www.kompas.com/cekfakta/read/2024/01/17/161900882/-hoaks-najwa-shihab-dan-raffi-ahmad-promosikan-judi-online,2024-01-17,"- beredar video wawancara najwa shihab dengan selebritas raffi ahmad mengenai judi online.dalam wawancara tersebut, mereka membicarakan situs judi yang disebut sebagai bisnis terbaru raffi.",1
PPATK dan Mahfud MD Temukan Dana Haram Rp 500 Triliun di Kantor Jokowi,https://www.kompas.com/cekfakta/read/2024/01/17/152000282/-hoaks-ppatk-dan-mahfud-md-temukan-dana-haram-rp-500-triliun-di-kantor,2024-01-17,"- sebuah unggahan mengeklaim, pusat pelaporan dan analisis transaksi keuangan (ppatk) dan menko polhukam mahfud md menemukan dana haram rp 500 triliun di kantor presiden joko widodo.",1
Gunung Tangkuban Parahu Erupsi pada Awal Januari 2024,https://www.kompas.com/cekfakta/read/2024/01/16/174000882/-hoaks-gunung-tangkuban-parahu-erupsi-pada-awal-januari-2024,2024-01-16,"- beredar di media sosial unggahan yang mengeklaim gunung tangkuban parahu mengalami erupsi. unggahan muncul pada awal januari 2024, sehingga menimbulkan kesan erupsi terjadi saat itu.",1
Video Korut Serang Tanker Minyak AS di Perairan Taiwan,https://www.kompas.com/cekfakta/read/2024/01/16/163500582/-hoaks-video-korut-serang-tanker-minyak-as-di-perairan-taiwan,2024-01-16,- beredar video dengan narasi soal korea utara mengebom tanker minyak dan gas amerika serikat di perairan taiwan.,1
Menhan AS Lloyd Austin Terbunuh di Kyiv pada 3 Januari,https://www.kompas.com/cekfakta/read/2024/01/16/153000482/-hoaks-menhan-as-lloyd-austin-terbunuh-di-kyiv-pada-3-januari,2024-01-16,"- tersiar kabar menteri pertahanan amerika serikat lloyd austin terbunuh di kyiv, ukraina, pada 3 januari 2024.narasi yang beredar menyebutkan, rusia menghantam bunker komando tempat austin dan letnan jenderal as berada.",1
